"SurveyID" "SiteCode" "SiteLongitude" "SiteLatitude" "coral_imputation" "algae_imputation" "CCA_imputation" "rubble_imputation" "micro_mats_imputation" "rock_imputation" "sand_imputation" "seagrass_imputation" "other_inverts_imputation"
"30" 1003645 "CAR6" -81.36713 13.45645 0.56 0.19 0.02 0 0.02 0.02 0.15 0 0.04
"31" 1003646 "CAR8" -81.41154 13.32793 0.33 0.52 0.1 0 0.01 0 0.04 0 0
"32" 1003647 "CAR8" -81.41154 13.32793 0.25 0.66 0.07 0 0 0 0.02 0 0
"33" 1003648 "CAR7" -81.40478 13.36448 0.46 0.31 0.09 0 0.01 0.01 0.08 0 0.04
"34" 1003649 "CAR8" -81.41154 13.32793 0.141414141414141 0.595959595959596 0.0808080808080808 0 0.0101010101010101 0.0606060606060606 0.0909090909090909 0 0.0202020202020202
"35" 1003650 "CAR7" -81.40478 13.36448 0.73 0.09 0.06 0 0.03 0.02 0.03 0 0.04
"36" 1003651 "CAR10" -81.34405 13.37479 0.05 0.5 0.18 0 0.1 0.01 0.04 0 0.12
"37" 1003652 "CAR10" -81.34405 13.37479 0.05 0.74 0 0 0.01 0.01 0.17 0 0.02
"38" 1003653 "CAR10" -81.34405 13.37479 0.05 0.72 0.1 0 0 0.01 0.11 0 0.01
"39" 1003654 "CAR9" -81.33894 13.3803 0.02 0.57 0.05 0 0.02 0 0.33 0 0.01
"40" 1003655 "CAR9" -81.33894 13.3803 0.01 0.63 0.06 0 0.11 0 0.12 0 0.07
"41" 1003656 "CAR9" -81.33894 13.3803 0.02 0.54 0.12 0 0.04 0 0.23 0 0.05
"42" 1003657 "CAR9" -81.33894 13.3803 0.06 0.55 0.05 0 0 0.01 0.33 0 0
"43" 1003659 "CAR12" -81.40394 13.37159 0.454545454545455 0.393939393939394 0.0404040404040404 0 0.0101010101010101 0.0505050505050505 0.0202020202020202 0 0.0303030303030303
"44" 1003660 "CAR12" -81.40394 13.37159 0.28 0.54 0.1 0 0.01 0 0.03 0 0.04
"45" 1003661 "CAR11" -81.42346 13.37903 0.14 0.41 0.13 0 0.05 0.02 0.12 0 0.13
"46" 1003662 "CAR14" -81.37399 13.40015 0.25 0.53 0.07 0 0.02 0.01 0.11 0 0.01
"47" 1003663 "CAR14" -81.37399 13.40015 0.345473964285714 0.462898091269842 0.0702749880952381 0 0.0184258354978355 0.00919476190476191 0.0902674880952381 0 0.0169969047619048
"48" 1003664 "CAR13" -81.38481 13.3895 0.12 0.69 0.07 0 0 0.01 0.05 0 0.06
"49" 1003665 "CAR13" -81.38481 13.3895 0.135229015151515 0.641739331168831 0.0863800173160173 0 0.0041927316017316 0.00545107647907648 0.0889039502164502 0 0.0329187038239538
"50" 1003666 "CAR15" -81.39579 13.3987 0.36 0.5 0.05 0 0.02 0.01 0.06 0 0
"51" 1003667 "CAR13" -81.38481 13.3895 0.11 0.64 0.11 0 0 0 0.13 0 0.01
"52" 1003668 "CAR15" -81.39579 13.3987 0.49 0.44 0.01 0 0.01 0 0.02 0 0.03
"53" 1003669 "CAR15" -81.39579 13.3987 0.57 0.26 0.11 0 0.03 0 0.02 0 0.01
"54" 1003670 "CAR17" -81.71718 12.58681 0.46 0.17 0.23 0 0.04 0 0.08 0 0.02
"55" 1003671 "CAR17" -81.71718 12.58681 0.49 0.37 0.07 0 0.03 0.01 0.03 0 0
"56" 1003672 "CAR16" -81.73215 12.51884 0.51 0.2 0.08 0 0.02 0.05 0.07 0 0.07
"57" 1003673 "CAR16" -81.73215 12.51884 0.49 0.16 0.05 0 0.02 0 0.16 0 0.12
"58" 1003674 "CAR16" -81.73215 12.51884 0.489516074866399 0.198578062566926 0.0538864541081168 0.00183258771936387 0.0134080876591036 0.0161912375885903 0.132050805634063 0.000686666666666665 0.0855046240084121
"59" 1003675 "CAR17" -81.71718 12.58681 0.464751571862972 0.236805979889013 0.194171348866829 0.001626140350968 0.0253135912698413 0.0037381020234264 0.044176495802983 0 0.0249821031746349
"60" 1003676 "CAR16" -81.73215 12.51884 0.52 0.21 0.03 0 0 0 0.16 0 0.08
"61" 1003677 "CAR17" -81.71718 12.58681 0.47 0.15 0.32 0 0.01 0 0 0 0.05
"62" 1003678 "CAR18" -81.68365 12.58415 0.0714285714328571 0.510204081620408 0.102040816304082 0 0 0.0102040816304082 0.306122449012245 0 0
"63" 1003679 "CAR18" -81.68365 12.58415 0.04 0.37 0.2 0 0 0.01 0.35 0 0.03
"64" 1003680 "CAR18" -81.68365 12.58415 0.06 0.37 0.11 0 0.04 0.13 0.27 0 0.02
"65" 1003681 "CAR19" -81.6887 12.58619 0.127016593985568 0.546545942208185 0.0162456273076242 0.0865031391024501 0.00271014285714286 0.00170299198248302 0.208898967261132 0.00231133333333333 0.00503278968412722
"66" 1003682 "CAR20" -81.68528 12.58338 0.0481817695132838 0.561076834930989 0.0226425660826324 0.0309929367168447 0.00631315476190476 0.00610818618391679 0.28728831846756 0.0349836190476191 0.00205195238096138
"67" 1003683 "CAR20" -81.68528 12.58338 0.04 0.71 0 0.03 0.01 0 0.19 0.02 0
"68" 1003684 "CAR19" -81.6887 12.58619 0.100000000004 0.513333333310533 0 0.0800000000032 0 0 0.300000000012 0 0.00666666667026667
"69" 1003685 "CAR19" -81.6887 12.58619 0.126315789471158 0.610526315747263 0 0.115789473691895 0 0 0.147368421089684 0 0
"70" 1003686 "CAR20" -81.68528 12.58338 0.05 0.46 0.01 0.04 0 0 0.38 0.06 0
"71" 1003687 "CAR23" -78.95204 9.55787 0.52 0.08 0.09 0 0.19 0 0.02 0.01 0.09
"72" 1003688 "CAR22" -78.95136 9.55877 0.416666666649167 0.2500000000175 0 0.00833333332958333 0.00833333332958333 0 0.116666666694167 0 0.19999999998
"73" 1003689 "CAR21" -78.95041 9.55746 0.46 0.16 0 0 0.11 0 0.2 0.02 0.05
"74" 1003690 "CAR22" -78.95136 9.55877 0.373913043492435 0.373913043482435 0 0 0.0173913043510435 0 0.0869565217452174 0 0.14782608692887
"75" 1003691 "CAR21" -78.95041 9.55746 0.32 0.28 0.03 0 0.07 0 0.23 0 0.07
"76" 1003692 "CAR25" -78.87863 9.58341 0.23 0.27 0.03 0 0.03 0.02 0.21 0.18 0.03
"77" 1003693 "CAR25" -78.87863 9.58341 0.23 0.4 0.03 0 0 0.01 0.14 0.18 0.01
"78" 1003694 "CAR24" -78.88924 9.58772 0.19 0.35 0.33 0 0.03 0 0 0 0.1
"79" 1003695 "CAR24" -78.88924 9.58772 0.31 0.3 0.2 0 0.16 0 0 0 0.03
"80" 1003696 "CAR26" -78.86837 9.5847 0.409523809470476 0.0761904761938095 0.295238095284762 0 0.219047619050952 0 0 0 0
"81" 1003697 "CAR26" -78.86837 9.5847 0.26 0.42 0.01 0.02 0 0 0.07 0 0.22
"82" 1003698 "CAR24" -78.88924 9.58772 0.22 0.71 0 0 0 0 0.03 0 0.04
"83" 1003699 "CAR24" -78.88924 9.58772 0.33 0.4 0.05 0 0.03 0.02 0.14 0 0.03
"84" 1003777 "USEC5" -81.11185 24.626395 0.09 0.49 0.13 0 0 0.16 0.05 0 0.08
"85" 1003778 "USEC6" -81.109328 24.625624 0.24 0.3 0.09 0 0 0.24 0.06 0 0.07
"86" 1003780 "USEC8" -81.060967 24.69262 0.11 0.67 0 0 0.05 0.01 0.16 0 0
"87" 1003781 "USEC9" -81.04805 24.70784 0.22 0.45 0.01 0 0.02 0.03 0.19 0 0.08
"88" 1003782 "USEC10" -80.96287 24.68577 0.25 0.37 0.06 0 0.02 0.08 0.06 0 0.16
"89" 1003783 "USEC11" -80.9645 24.68553 0.29 0.57 0.01 0 0.01 0.01 0.01 0 0.1
"90" 1003784 "USEC13" -81.40591 24.54569 0.26 0.38 0.07 0 0.03 0.12 0.02 0 0.12
"91" 1003785 "USEC14" -81.405235 24.546777 0.2 0.6 0.01 0 0.02 0.01 0.06 0 0.1
"92" 1003786 "USEC15" -80.97067 24.68217 0.18 0.39 0.05 0 0.07 0.09 0.02 0 0.2
"93" 1003787 "USEC16" -81.02973 24.68975 0.11 0.46 0.02 0 0.24 0.02 0.08 0 0.07
"94" 1003793 "USEC17" -81.09053 24.63217 0.1 0.5 0.03 0 0.12 0 0.16 0 0.09
"95" 2000859 "CG10" 152.91196 -31.68152 0.117408906888259 0.143724696385628 0.431174089056883 0 0.00809716599919028 0.0182186234981781 0.00202429149979757 0 0.279352226672065
"96" 2000860 "CG10" 152.91196 -31.68152 0.110280373888972 0.271028037372897 0.39999999996 0 0.0317757008968224 0.00934579439906542 0.00747663549925234 0 0.170093457982991
"97" 2000861 "CG10" 152.91196 -31.68152 0.0920577617907942 0.196750902480325 0.267148014373285 0 0.0234657039976534 0.00722021659927798 0.259927797774007 0 0.153429602984657
"98" 2000883 "CG11" 152.90851 -31.68406 0.00965250969903475 0.160231660283977 0.627413127337259 0 0.00965250969903475 0.0540540540945946 0.0463320462953668 0 0.0926640925907336
"99" 2000884 "CG11" 152.90851 -31.68406 0.0252252252075676 0.158558558547568 0.421621621726486 0 0.0090090090027027 0.0162162162048649 0.201801801860541 0 0.16756756745027
"100" 2000892 "SI11" 153.26654 -30.20774 0.08 0.72 0.01 0 0.05 0.07 0.01 0 0.06
"101" 2000937 "SI13" 153.392562 -29.933083 0 0.81 0.02 0 0.08 0.02 0.02 0 0.05
"102" 2000938 "SI13" 153.392562 -29.933083 0.151515151515152 0.282828282828283 0.151515151515152 0 0.0707070707070707 0.232323232323232 0.0101010101010101 0 0.101010101010101
"103" 2000939 "SI13" 153.392562 -29.933083 0.0760832127784459 0.511148821619092 0.0919007519864013 0 0.0649630549943884 0.136675473598065 0.0170748535660537 0 0.11803612671483
"104" 2000947 "SI14" 153.38342 -29.91274 0.13 0.08 0.07 0 0.12 0.11 0 0 0.49
"105" 2000948 "SI14" 153.38342 -29.91274 0.06 0.07 0.17 0 0 0.04 0.29 0 0.37
"106" 2000949 "SI14" 153.38342 -29.91274 0.12 0.03 0.28 0 0.02 0.09 0.16 0 0.3
"107" 2000962 "SI15" 153.25802 -30.20102 0.08 0.2 0.53 0 0.04 0.01 0.01 0 0.13
"108" 2001109 "CG2" 152.91078 -31.68128 0.0706319702788104 0.0501858736849442 0.780669144765799 0 0.0111524163966543 0 0.0092936802972119 0 0.0780669145765799
"109" 2001110 "CG2" 152.91078 -31.68128 0.0378578024 0.1745152354 0.4949215143 0 0.0387811634 0.0415512466 0.1181902124 0 0.0941828255
"110" 2001143 "SI20" 153.26816 -30.01745 0.339660072118873 0.406706579357563 0.115717641083659 0 0.0042325377176256 0.0622836273631209 0.0266635178498899 0 0.0358197233450748
"111" 2001144 "SI20" 153.26816 -30.01745 0.339660072118873 0.406706579357563 0.115717641083659 0 0.0042325377176256 0.0622836273631209 0.0266635178498899 0 0.0358197233450748
"112" 2001166 "CG3" 152.90585 -31.68309 0.0225140713 0 0.8780487805 0 0 0.0168855535 0.0281425891 0 0.0544090056
"113" 2001167 "CG3" 152.90585 -31.68309 0.022181146 0 0.8280961183 0 0 0.0055452865 0.0388170056 0 0.1053604436
"114" 2001208 "CG4" 152.90093 -31.70804 0.0637522768872495 0.13114754107377 0.61020036417796 0 0.0163934425967213 0.00910746809817851 0.0346083788930783 0 0.134790528273042
"115" 2001209 "CG4" 152.90093 -31.70804 0.0606617646878677 0.104779411779044 0.59374999988125 0 0.0165441176966912 0.0147058823970588 0.0220588234955882 0 0.1875000000625
"116" 2001239 "CG5" 152.90375 -31.69339 0.00546448089945355 0.198542805080146 0.511839708548816 0 0.0819672130918033 0.012750455298725 0.132969034586703 0 0.0564663024943534
"117" 2001252 "CG6" 152.88254 -31.71699 0.0649819494870036 0.198555956660289 0.418772563116245 0 0.0306859205938628 0 0.0216606497956679 0 0.265342960346931
"118" 2001253 "CG6" 152.88254 -31.71699 0.083650190091635 0.180608364981939 0.452471482854753 0 0.0114068440988593 0.0133079847986692 0.0133079847986692 0 0.245247148375475
"119" 2001274 "CG7" 152.86517 -31.72582 0.0524344569842697 0.316479400705056 0.365168539290449 0 0.0168539325949438 0 0.0636704119808989 0 0.185393258444382
"120" 2001293 "CG1" 152.90948 -31.68207 0.2645914397 0 0.6420233463 0 0 0.0194552529 0.0058365759 0 0.0680933852
"121" 2001309 "CG9" 152.90872 -31.6807 0.1705882353 0.0098039216 0.7 0 0 0.0196078431 0.0156862745 0 0.0843137255
"122" 2001310 "CG9" 152.90872 -31.6807 0.0018248175 0.003649635 0.8558394161 0 0.0054744526 0.0583941606 0.049270073 0 0.0255474452
"123" 2001379 "NSW43" 152.85443 -31.58808 0.116789891052711 0.339648205088335 0.203939423684402 4.73391053342191e-05 0.0238278883997162 0.0120774219749248 0.042092036741337 0 0.0903583723038806
"124" 2001396 "NSW40" 152.55917 -32.069535 0.081686565419041 0.474534122684124 0.313108352938088 0.00147576255129145 0.0234855072185858 0.00630343233474267 0.0389400826020659 6.06060606060595e-05 0.128888650717639
"125" 2001397 "NSW39" 152.55029 -32.074552 0.081686565419041 0.474534122684124 0.313108352938088 0.00147576255129145 0.0234855072185858 0.00630343233474267 0.0392545977475962 6.06060606060595e-05 0.128888650717639
"126" 2001398 "CBMP1" 153.62831 -28.611 0.151515151515152 0.545454545454545 0.131313131313131 0 0 0.0808080808080808 0.0707070707070707 0 0.0202020202020202
"127" 2001399 "CBMP1" 153.62831 -28.611 0.118454043986241 0.522338918931296 0.119927414071179 0 0.0075876453707002 0.0790845415933081 0.0636105810100151 6.33333333333317e-05 0.0854348984924209
"128" 2001400 "CBMP2" 153.62873 -28.6128 0.06 0.46 0.14 0 0.01 0.03 0.03 0 0.27
"129" 2001401 "CBMP2" 153.62873 -28.6128 0.078736468228665 0.488840737113115 0.123367414071179 0 0.0113576453707002 0.0598282789670455 0.0472463385857726 6.33333333333317e-05 0.185853686371209
"130" 2001402 "CBMP3" 153.611141 -28.638579 0.0102040816326531 0.530612244897959 0 0 0.0102040816326531 0.224489795918367 0.102040816326531 0 0.122448979591837
"131" 2001403 "NSW23" 152.565626 -32.208839 0.081686565419041 0.474534122684124 0.313108352938088 0.00147576255129145 0.0234855072185858 0.00630343233474267 0.0389400826020659 6.06060606060595e-05 0.128888650717639
"132" 2001412 "NSW44" 152.8544333 -31.57234 0.116789891052711 0.339648205088335 0.203939423684402 4.73391053342191e-05 0.0238278883997162 0.0120774219749248 0.042092036741337 0 0.0903583723038806
"133" 2001589 "SI23" 153.38679 -29.9251 0.2 0.34 0.04 0 0.04 0.11 0 0 0.27
"134" 2001749 "LHI45" 159.05395 -31.50823 0.102 0.8 0.012 0 0 0 0.016 0 0.07
"135" 2001750 "LHI45" 159.05395 -31.50823 0.116 0.836 0 0 0 0 0.048 0 0
"136" 2001751 "LHI45" 159.05395 -31.50823 0.026 0.514 0.012 0 0.27 0 0.156 0 0.022
"137" 2001790 "NSW42" 152.8663705 -31.59441 0.116789891052711 0.339648205088335 0.203939423684402 4.73391053342191e-05 0.0238278883997162 0.0120774219749248 0.042092036741337 0 0.0903583723038806
"138" 2001802 "NSW41" 152.81016 -31.76382 0.0898963796088005 0.29800549858583 0.291309338849028 0 0.0176494280748191 0.00245224355337432 0.0441966594153844 0 0.188918128237034
"139" 2001805 "NI10" 167.95792 -29.05875 0.241635687732342 0.356877323420074 0.0669144981412639 0 0.193308550185874 0.118959107806691 0.0223048327137546 0 0
"140" 2001806 "NI10" 167.95792 -29.05875 0.332191780821918 0.393835616438356 0.0273972602739726 0.0136986301369863 0.10958904109589 0.0753424657534247 0.0479452054794521 0 0
"141" 2001807 "NI10" 167.95792 -29.05875 0.265232974910394 0.469534050179211 0 0 0.121863799283154 0.043010752688172 0.0860215053763441 0 0.014336917562724
"142" 2001808 "NI10" 167.95792 -29.05875 0.199448858352099 0.410099491797295 0.0354305346800354 0 0.106291604040106 0.127549924848127 0.121179586282337 0 0
"143" 2001809 "NI10" 167.95792 -29.05875 0.302083333333333 0.427083333333333 0.0104166666666667 0 0.03125 0.114583333333333 0.114583333333333 0 0
"144" 2001810 "NI10" 167.95792 -29.05875 0.364016736401674 0.389121338912134 0 0 0.0711297071129707 0.0836820083682008 0.0920502092050209 0 0
"145" 2001811 "NI12" 167.96269 -29.06139 0.27594255144399 0.470425600443901 0.127069154526836 0.00613565399592797 0.0576165942126879 0.0709547634872288 0.0852721561745587 0 0.0216541428250536
"146" 2001812 "NI13" 167.961658 -29.060078 0.238095238095238 0.432900432900433 0.00865800865800866 0.025974025974026 0.0606060606060606 0.038961038961039 0.186147186147186 0 0.00865800865800866
"147" 2001815 "NI3" 167.91903 -28.9996 0.191784263641312 0.584104518229938 0.00833298438061569 0 0.0912022109642864 0.041455550438312 0.0748293622578736 0 0.0082911100876624
"148" 2001816 "NI3" 167.91903 -28.9996 0.165898617511521 0.626728110599078 0.0138248847926267 0 0.0967741935483871 0.0276497695852535 0.0599078341013825 0 0.00921658986175115
"149" 2001817 "NI3" 167.91903 -28.9996 0.26618882847733 0.496416213533077 0.028670291645667 0 0.0407810182908531 0.0740649200893976 0.0612539133309929 0 0.0326248146326825
"150" 2001818 "NI4" 167.92 -28.99774 0.162264150943396 0.50188679245283 0.0226415094339623 0 0.158490566037736 0.0377358490566038 0.109433962264151 0 0.00754716981132075
"151" 2001819 "NI4" 167.92 -28.99774 0.136530711658181 0.538328683405705 0.0263938709533702 0 0.0789159027524901 0.0526106018349934 0.167220229395261 0 0
"152" 2001820 "NI4" 167.92 -28.99774 0.236223956234043 0.420883275691633 0.0398198053248116 0 0.119459415974435 0.0717560936350177 0.11185745314006 0 0
"153" 2001821 "NI5" 167.93832 -28.9995 0.519083969465649 0.301526717557252 0.00763358778625954 0 0.0152671755725191 0.0610687022900763 0.0801526717557252 0 0.0152671755725191
"154" 2001822 "NI5" 167.93832 -28.9995 0.215849387036714 0.597197898432982 0.118213660242751 0.00875656742451333 0.0205779334487885 0.0315236427314003 0 0 0.00788091068285009
"155" 2001823 "NI5" 167.93832 -28.9995 0.67704280155642 0.237354085603113 0 0 0.0466926070038911 0.0155642023346304 0.0155642023346304 0 0.00778210116731518
"156" 2001824 "NI6" 167.91784 -29.01054 0.0705394190871369 0.535269709543568 0.029045643153527 0 0.024896265560166 0.224066390041494 0.107883817427386 0 0.00829875518672199
"157" 2001825 "NI6" 167.91784 -29.01054 0.0563944127709593 0.727862146998404 0.0821113093428932 0 0.0517383925839222 0.0818937383038209 0 0 0
"158" 2001826 "NI6" 167.91784 -29.01054 0.126029132355882 0.536257124776113 0.13382678910105 0 0.00783723875870556 0.180256491450228 0.0157932235580222 0 0
"159" 2001832 "NI9" 167.96094 -29.06141 0.146153846153846 0.573076923076923 0.0115384615384615 0 0.1 0.130769230769231 0.0384615384615385 0 0
"160" 2001833 "NI9" 167.96094 -29.06141 0.392361111111111 0.371527777777778 0.0138888888888889 0 0.0555555555555556 0.118055555555556 0.0277777777777778 0 0.0208333333333333
"161" 2001881 "NSW28" 152.54582 -32.3271598 0.081686565419041 0.474534122684124 0.313108352938088 0.00147576255129145 0.0234855072185858 0.00630343233474267 0.0392545977475962 6.06060606060595e-05 0.128888650717639
"162" 2001882 "NSW27" 152.545112 -32.327369 0.081686565419041 0.474534122684124 0.313108352938088 0.00147576255129145 0.0234855072185858 0.00630343233474267 0.0392545977475962 6.06060606060595e-05 0.128888650717639
"163" 2001892 "NSW30" 152.5371 -32.27495 0.0785132692211857 0.474898638068036 0.313374797534282 0.0014798415470671 0.0237787214900927 0.00741635873954598 0.039306723997204 6.06060606060595e-05 0.128864278527582
"164" 2001894 "NSW32" 152.534999 -32.432077 0.0785132692211857 0.474898638068036 0.313374797534282 0.0014798415470671 0.0237787214900927 0.00741635873954598 0.039306723997204 6.06060606060595e-05 0.128864278527582
"165" 2001896 "NSW24" 152.536568 -32.432241 0.0785132692211857 0.474898638068036 0.313374797534282 0.0014798415470671 0.0237787214900927 0.00741635873954598 0.039306723997204 6.06060606060595e-05 0.128864278527582
"166" 2001898 "NSW31" 152.541616 -32.4465 0.0785132692211857 0.474898638068036 0.313374797534282 0.0014798415470671 0.0237787214900927 0.00741635873954598 0.039306723997204 6.06060606060595e-05 0.128864278527582
"167" 2001899 "NSW25" 152.537592 -32.433744 0.0785132692211857 0.474898638068036 0.313374797534282 0.0014798415470671 0.0237787214900927 0.00741635873954598 0.039306723997204 6.06060606060595e-05 0.128864278527582
"168" 2001900 "NSW26" 152.526583 -32.42925 0.0785132692211857 0.474898638068036 0.313374797534282 0.0014798415470671 0.0237787214900927 0.00741635873954598 0.039306723997204 6.06060606060595e-05 0.128864278527582
"169" 2001901 "NSW29" 152.536752 -32.431837 0.0785132692211857 0.474898638068036 0.313374797534282 0.0014798415470671 0.0237787214900927 0.00741635873954598 0.039306723997204 6.06060606060595e-05 0.128864278527582
"170" 2002627 "SI1" 153.38984 -29.93044 0.0430107526847312 0.139784946215376 0.150537634416559 0 0 0.139784946235376 0.0430107526947312 0 0.483870967753226
"171" 2002629 "SI22" 153.25885 -29.97515 0.134137122161058 0.415969602367406 0.186399204327044 9.99999999998003e-06 0.0162389181890061 0.0771361020824602 0.046860970270357 0 0.0546803349912652
"172" 2002630 "SI22" 153.25885 -29.97515 0.134137122161058 0.415969602367406 0.186399204327044 9.99999999998003e-06 0.0162389181890061 0.0771361020824602 0.046860970270357 0 0.0546803349912652
"173" 2002633 "SI8" 153.26527 -30.20701 0.140650559840955 0.570656614289171 0.118193331636489 0 0.0388787666738545 0.0549194996485029 0.0154469098212201 0.000179999999999998 0.0644477715071897
"174" 2002634 "SI3" 153.26482 -30.20432 0.140650559840955 0.457501633830004 0.187635628640192 0 0.0368587666738545 0.047860550451695 0.0154469098212201 0.000179999999999998 0.0763616012944204
"175" 2002838 "NSW35" 152.57 -32.20903333 0.081686565419041 0.474534122684124 0.313108352938088 0.00147576255129145 0.0234855072185858 0.00630343233474267 0.0389400826020659 6.06060606060595e-05 0.128888650717639
"176" 4000676 "COR1" 145.98775 -16.93144 0.5 0 0.01 0 0.13 0.04 0.32 0 0
"177" 4000677 "COR1" 145.98775 -16.93144 0.62 0 0 0 0.09 0.04 0.24 0 0.01
"178" 4000680 "COR11" 145.99349 -16.52825 0.285714285728571 0.571428571417143 0.0102040816303061 0.0510204081615306 0 0 0.081632653062449 0 0
"179" 4000681 "COR11" 145.99349 -16.52825 0.341296267176828 0.405654499023243 0.0501715445648248 0.0321854020755522 0.0289767169539274 0.054946325790463 0.0998518333076941 0 0.00197634063940954
"180" 4000684 "COR10" 145.96884 -16.60383 0.451428571372914 0 0.262857142884229 0 0.0571428571365714 0.194285714318343 0.0342857142879429 0 0
"181" 4000685 "COR10" 145.96884 -16.60383 0.427459899032432 0.124168439079587 0.168563706677915 0.00836276047235467 0.0532207006175372 0.139584727343528 0.0710360939873172 0 0.00187202728267302
"182" 4000686 "COR2" 146.191837 -16.88857 0.425446373490124 0.00783097607670401 0.0385603529749992 0.000210526315787357 0.111136327171836 0.282494178046262 0.131792719607367 0 0.000160844143710361
"183" 4000687 "COR2" 146.191837 -16.88857 0.44 0.01 0.07 0 0.1 0.25 0.13 0 0
"184" 4000688 "COR2" 146.191837 -16.88857 0.48 0 0.03 0 0.1 0.35 0.04 0 0
"185" 4000689 "COR2" 146.191837 -16.88857 0.34 0 0.01 0 0.14 0.28 0.23 0 0
"186" 4000690 "COR2" 146.191837 -16.88857 0.425446373490124 0.00783097607670401 0.0385603529749992 0.000210526315787357 0.111136327171836 0.282494178046262 0.131792719607367 0 0.000160844143710361
"187" 4000691 "COR3" 145.991028 -16.42525 0.325308596967943 0.347629850330513 0.0386853699550868 0.0421476190686798 0.0514399407136112 0.0598828183821208 0.165860703836087 0 0.0106997851785291
"188" 4000692 "COR4" 146.26849 -16.78849 0.479273143440715 0.0370208679695606 0.0978189003006147 0.000210526315787351 0.111182336469374 0.150868024646316 0.121041849524592 0 0.00233822175413894
"189" 4000693 "COR4" 146.26849 -16.78849 0.412371134020619 0.0618556701030928 0.0618556701030928 0 0.185567010309278 0.0721649484536082 0.206185567010309 0 0
"190" 4000694 "COR4" 146.26849 -16.78849 0.55 0.01 0.11 0 0.06 0.17 0.09 0 0.01
